title,type,description,release_year,runtime,genres,imdb_score,tmdb_popularity,service
Gnaw,MOVIE,"Jennifer Conrad is a small-town girl starting over in the big city. Fleeing an abusive relationship, all she wants is a chance to begin again. But it is hard to start over when something is eating you while you sleep . . . one painful bite at a time.",2017,97,"['horror', 'european']",5.3,5.792,Paramount
JoJo Siwa: My World,MOVIE,The dancer recounts all of the events in her life that brought her to a huge performance at the Mall of America and becoming a Nickelodeon star.,2017,30,['documentation'],6.2,1.226,Paramount
Through Black Spruce,MOVIE,"The disappearance of a young Cree woman in Toronto traumatizes her Northern Ontario family, and sends her twin sister on a journey south to find her.",2018,111,['drama'],5.7,4.641,Paramount
Titanic's Fatal Fire,MOVIE,"The sinking of the Titanic sent shockwaves around the world and started debates that continue to this day. But new, explosive evidence from the most unlikely of sources may finally lay all arguments to rest and reveal, for the first time, the full story of what possibly doomed the ""unsinkable"" liner. Join us as we unveil recently discovered and never-before-seen photographs of the super ship that exposes shocking clues that investigators and historians once dismissed but can no longer ignore.",2017,44,['documentation'],,0.6,Paramount
Escape from Mr. Lemoncello's Library,MOVIE,Can twelve 12-year-olds escape from the most ridiculously brilliant library ever created? Escape from Mr. Lemoncello's Library plunks a dozen sixth-graders into the middle of a futuristic library for a night of nonstop fun and adventure.,2017,69,"['fantasy', 'family']",5.4,13.259,Paramount
Andover,MOVIE,"A geneticist clones his dead wife, over and over, in an attempt to get her back exactly as she was.",2018,91,"['scifi', 'drama', 'romance', 'comedy']",5.5,4.087,Paramount
Blurt!,MOVIE,"When nice-guy Jeremy Martin puts on mysterious virtual reality glasses at the mall, he suddenly loses his “inside voice” and starts spouting every thought he has out loud. Making matters worse, Jeremy is running for student council president against his classmate Milly, who is full of great ideas to improve the school. Desperate to get back to normal, Jeremy and his sister Victoria must figure out how to convince his brain that he can speak up for himself.",2018,46,"['comedy', 'family', 'action']",5.8,9.135,Paramount
Alex & the List,MOVIE,"Alex, a lovable, unassuming dog trainer is in love with a great woman - Katherine - smart, talented, from a good family. Katherine adores Alex's quirky sense of humor, honesty and capacity to listen. Having decided to pop the question, Alex is blindsided when Katherine produces a detailed list of well-thought-out ""improvements"" she feels will tweak Alex on their way to becoming the ideal couple. Alex instinctively rejects the suggestion that he needs to change anything. But with the threat of a new competitor, Alex decides to ""do the list."" Guided by a coterie of friends that include: Dave, Alex's loyal childhood buddy, best female friend Lily, her husband Michael, and their 8 year old son, Nicky, Alex's journey has him reconsider and question his beliefs, values and world.",2018,112,"['comedy', 'romance']",4.6,4.616,Paramount
Age Out,MOVIE,"Fresh out of foster care at age 18, a young drifter turns to petty crime to survive, and discovers an impossible love in an unlikely friend.",2018,89,"['drama', 'crime']",6.1,3.276,Paramount
Aerial Ireland,MOVIE,"Take a cross-country flight over Ireland's natural wonders and ancient ruins. In this spectacular overview of the historically significant Emerald Isle, we soar over Neolithic tombs of the Celtic era, medieval castles of the Vikings, and modern cities humming with life. From the tower that inspired a novelist to the ancestral home of a famous stout, we explore the sites, the people, and the milestones of this unique gem of Western Europe.",2017,48,"['documentation', 'european']",7.9,1.143,Paramount
One Must Fall,MOVIE,"A horror-comedy slasher set in the 80s about a woman wrongfully fired from her office job and forced to take on a temporary job on a crime scene cleanup crew. With a maniacal serial killer on the loose leaving them lots of work, did he ever leave the scene of the crime?",2018,96,"['thriller', 'comedy', 'crime', 'drama', 'horror']",4.5,1.488,Paramount
Daphne,MOVIE,"Daphne is a young woman negotiating the tricky business of modern life. Caught in the daily rush of her restaurant job and a nightlife kaleidoscope of new faces, she is witty, funny, the life of the party. Too busy to realise that deep down she is not happy. When she saves the life of a shopkeeper stabbed in a failed robbery, the impenetrable armour she wears to protect herself begins to crack, and Daphne is forced to confront the inevitability of a much-needed change in her life.",2017,87,"['drama', 'comedy']",6.1,5.805,Paramount
Wild Castles,SHOW,"The abandoned castles of Europe are magnificent markers of the continent's tempestuous history. But where they once hosted royalty, these empty, hulking structures are now overtaken by the wildlife and rich natural environments flourishing around them. From peregrine falcons ruling the bell towers of Germany's Heidelberg Castle, to exotic amphibians thriving in the spring-fed fountains of Spain's iconic Alhambra, explore the curious history of these imposing European structures and the creatures that call them home.",2017,48,"['history', 'documentation']",8.1,0.6,Paramount
Catfish: Trolls,SHOW,"The three-week event will explore one of the most pervasive and consistent issues online: internet trolling. Using the ""Catfish"" brand of investigating the truth, host and executive producer Charlamagne Tha God, and his co-host, social media entrepreneur Raymond Braun, will confront the issue head-on and bring subjects face-to-face with their aggressors for the first time.",2018,40,['reality'],3.9,0.948,Paramount
Brave New Jersey,MOVIE,"A comedy that tells the story of a small New Jersey town on the night of Orson Welles' famed 1938 War of the Worlds radio broadcast, which led millions of listeners to believe the U.S. was being invaded by Martians.",2017,86,"['comedy', 'history']",5.3,4.195,Paramount
Epic Warrior Women,SHOW,"Join us as we tell the tales of history's most iconic female fighters, from the legendary Amazons of Central Asia to the gladiators of the Roman Empire to the all-female fighting force of West Africa.",2018,45,"['documentation', 'history']",7.0,1.942,Paramount
Rooted,SHOW,"Rooted is the story of five iconic trees found in Southern Africa. Each tree is located in a completely unique habitat, and hosts, feeds and shelters an array of insects, birds and animals in the bows of its branches.",2018,48,['documentation'],8.9,1.471,Paramount
Get Big,MOVIE,"Inspired by somewhat true events, ""Get Big"" follows the misadventures of two friends as they reconnect to attend a high school classmate's wedding. Alec is the charming troublemaker, while Nate provides the neurotic and awkward foil to his friend's unpredictable antics. ""Get Big"" takes place over the course of a crazy 24-hour period during which Alec and Nate cross paths with oddball cops, curmudgeonly neighbors, drug dealers, psychopaths, escorts and pretty girls, all while the clock ticks down their classmate's big moment.",2017,85,"['comedy', 'drama']",6.0,1.58,Paramount
It Takes from Within,MOVIE,"An unnamed man and woman make preparations to attend a burial in a small, desolate town. After an intense argument separates the two, they find themselves isolated and in emotional turmoil. As the burial draws near, they begin to experience disturbing, surreal incidents involving manifestations of dread and despair. Abstract, dream-like sequences comprise the film, along with creative cinematography, abrasive sound design, and minimal use of spoken dialogue. A study of the human condition regarding loss, fear, and isolation, It Takes from Within is the debut feature film from writer/director Lee Eubanks.",2017,96,"['drama', 'horror']",5.1,0.637,Paramount
Isolani,MOVIE,"After witnessing a murder, a young single mother is forced to act as a witness. Threatened on all sides, she must do whatever it takes to protect her son.",2017,107,"['crime', 'drama', 'thriller']",7.2,0.6,Paramount
7 Splinters in Time,MOVIE,"A detective investigates a murder, only to find that the victim is... himself. Soon, he discovers multiple versions of himself, not all of them friendly.",2018,75,"['thriller', 'scifi']",3.4,3.432,Paramount
Mind and Machine,MOVIE,"In the near future where humanoid robots are common in society, the mob reprograms a female android to think and feel in order to use it as a contract killer. This has dangerous consequences as she develops a relationship with her creator while also slowly becoming a murderous psychopath.",2017,70,"['thriller', 'scifi', 'crime', 'documentation', 'european']",3.1,3.883,Paramount
3 Years in Pakistan: The Erik Aude Story,MOVIE,"The true life story of Erik Aude, who was duped into drug smuggling and spent three years in a Pakistani prison.",2018,105,['documentation'],6.6,0.603,Paramount
Billy Boy,MOVIE,"When an angry teenager discovers a close friend has been killed, grief jeopardizes his future and he finds himself engulfed in danger.",2018,86,"['thriller', 'crime', 'drama']",4.5,4.454,Paramount
Smartass,MOVIE,"Based on true events (mostly), Freddie, a 15-year-old runaway becomes intimately acquainted with California’s “Murder City” after being released from jail, just shy of midnight. Absurdly self-reliant, completely broke and 120 miles away from her friends she has nothing to depend on but her wit and youthful charm.",2017,90,"['drama', 'comedy', 'crime']",4.8,6.522,Paramount
Mercy Christmas,MOVIE,"When Michael Briskett meets the perfect woman, his ideal Christmas dream comes true when she invites him to her family's holiday celebration. Dreams shattered, Michael struggles to survive once he realizes HE will be Christmas dinner.",2017,83,"['comedy', 'action', 'horror']",5.2,3.502,Paramount
Bob the Builder: Mega Machines - The Movie,MOVIE,Join Bob the Builder and the team in their biggest build ever!,2017,59,"['comedy', 'action', 'animation']",4.7,6.486,Paramount
Aerial Africa,SHOW,Aerial Africa reveals the fascinating stories you'd never find if you weren't in the air.,2017,49,['documentation'],7.8,0.602,Paramount
The Incantation,MOVIE,"A young American girl has a chance of a lifetime to visit her ancestors castle in the south of France, only to find that her family is hiding deep, dark secrets about their nefarious past, far away from prying eyes.",2018,98,"['thriller', 'fantasy', 'horror']",3.1,2.607,Paramount
Inside Windsor Castle,SHOW,"A look at life in Windsor Castle over the last 80 years, including the tragedies, triumphs, romances and scandals of the Royal Family.",2017,43,"['drama', 'documentation', 'history']",7.6,0.672,Paramount
Aerial New Zealand,MOVIE,"Take an epic voyage over the remote island nation of New Zealand, the last habitable landmass to be discovered on the planet. No bigger than the state of Colorado, this small country offers an incredibly diverse landscape view that changes dramatically with each mile. From snow-capped mountains to sandy beaches, and from the glacier-carved Fiordland National Park to the crater lake of Mount Ruapehu, New Zealand is a land of extremes. It's a place where fire clashes with ice and people are always pushing the limits.",2017,44,['documentation'],7.7,1.4,Paramount
"Blood, Sand & Gold",MOVIE,"When an archaeologist discovers Sir Francis Drake's lost treasure in the Sahara Desert, it is promptly stolen and she sets off on a global quest to steal it back.",2017,90,['action'],3.8,5.823,Paramount
Solace,MOVIE,"Following the death of her father, a 17-year-old girl is sent to live with her estranged family and finds comfort in a questionable friendship with a self-destructive neighbor, leading both on a startling path to self discovery.",2018,87,['drama'],4.9,1.268,Paramount
Eaten by Lions,MOVIE,"Omar and Pete are half brothers. When their parents are eaten by lions they embark on a journey to find Omar's real father. What follows is a funny, heart-warming journey of self-discovery for both boys...in Blackpool. The Choudray family represents a truly contemporary example of modern multicultural Britain - but what will the brothers make of their eccentric newfound family? Will they be going to Mecca or Mecca bingo? In contrast to the old fashioned stereotypes about Blackpool, the comedy is sharp, current and non-stop.",2018,94,"['comedy', 'drama']",6.1,2.964,Paramount
Western World,MOVIE,When US Marshal Moses White is called to the Wyoming Territory town of Dogwood Pass he never realized the corruption and deceit that awaited his arrival. Sometimes one small seed of seduction and greed planted in the right situation can cause a whole town to go bad. One bad character leads to another and it all starts with a dead husband in a western town.,2017,79,['western'],2.8,5.349,Paramount
3 Hours till Dead,MOVIE,"An AWOL soldier with PTSD goes into hiding along with his brother and a few friends. They retreat into a rural farm area unaware that the outside world has ceased to function. On their way back to civilization, his brother is attacked by an infected farmer. He quickly morphs into a rabid animal and lives for exactly three hours. Realizing they are in grave danger, they head back to the forest trying to outlive the legions of the infected.",2017,79,['horror'],4.1,2.361,Paramount
Eleven Eleven,MOVIE,A UFO fanatic risks his family to fulfill his lifelong dream of being abducted.,2018,92,[],,0.84,Paramount
Another Soul,MOVIE,A couple on the run battle to save their daughter from possession by a demon.,2018,78,"['horror', 'thriller']",2.2,4.868,Paramount
Pocahontas: Beyond the Myth,MOVIE,"The story of Pocahontas has been passed down through the centuries. Her relationship with John Smith has been characterized as a romance that united two cultures and created lasting peace. However, the life of this American Indian princess was anything but a fairytale. Join us as we look beyond the fiction and reveal the real story of Pocahontas, a tale of kidnapping, conflict, starvation, ocean journeys, and the future of an entire civilization.",2017,51,"['history', 'documentation']",7.5,1.215,Paramount
Retina,MOVIE,"A young woman participates in a medical study. After a series of nightmares and unusual side effects, the line between dreams and reality is blurred. She finds herself on the run from those involved, desperate to uncover the truth.",2017,87,"['thriller', 'drama', 'scifi', 'horror']",4.2,3.183,Paramount
Alpha Wolf,MOVIE,"When Virginia and her husband Jack spend a long weekend in the idyllic countryside, they encounter a creature that tears their lives apart. While the attack has an effect on each of them, it brings out the worst in Jack.",2018,90,"['horror', 'thriller']",3.3,7.372,Paramount
An Actor Prepares,MOVIE,"After suffering a heart attack, a world-famous and hard-drinking actor is forced to drive across country with his estranged son—who testified against him in his parents' divorce—on one last madcap adventure.",2018,97,"['comedy', 'drama']",5.2,6.505,Paramount
Ripped,MOVIE,"Two free-spirited stoners find themselves catapulted into 2016 after smoking some top secret pot created by the CIA in 1986. With 30 years of their lives lost, these now balding and overweight friends use their uncomplicated enthusiasm to get their lives back on track and figure out the modern world.",2017,97,['comedy'],4.7,2.722,Paramount
1 Mile To You,MOVIE,"After a teenager's friends die in an accident, he finds running allows him to remember them perfectly. Running, however, also brings him notoriety. He is caught between keeping the past alive and making new memories in the present.",2017,104,"['drama', 'romance', 'sport']",6.3,7.395,Paramount
Spare Room,MOVIE,"A broken, guilt-ridden young vet attempts to make amends while renting a room from his fallen brother's widow.",2018,96,['drama'],5.3,2.419,Paramount
The Midnighters,MOVIE,An aging ex-con struggles to adapt to the outside world after many years in prison--and begins to build a relationship with the grown son he never knew.,2017,86,"['crime', 'horror', 'thriller', 'drama']",6.0,1.812,Paramount
American Exorcist,MOVIE,"A paranormal investigator, trapped in a haunted skyscraper on Christmas Eve. The skeptical young woman, Georgette Dubois, is horrified once confronted with the reality of the supernatural. She risks life and limb to escape her ghoulish prison, stranded on the 11th floor.",2018,90,"['horror', 'comedy']",2.8,7.501,Paramount
Mercy's Girl,MOVIE,Mercy lives a double life. In one she is dating a sexual and loving college student named Jesse. In the other she is living by her family's religious standards. As her two world's begin to collide she must find her identity in both.,2018,108,"['drama', 'romance']",5.6,0.6,Paramount
Limerence,MOVIE,"A free-spirited, aspiring painter moves to Venice, California where she falls for a charismatic gallery director and learns that commitment is a choice - love is not.",2017,100,"['romance', 'comedy', 'horror', 'drama']",5.4,0.814,Paramount
Anyone Home?,MOVIE,A single mother entertains a dangerous fantasy after she's recruited to live in an unsold property in an empty development.,2018,82,"['drama', 'horror', 'thriller']",3.9,4.203,Paramount
The Musician,MOVIE,"David Wilde is a concert violist on the brink of worldwide success. Obsessed with his career and music, he has ignored all parts of life from family to friends. But when he has a stroke, and as a result loses the ability to play the viola he is forced to find out who he truly is apart from music. He must face the parts of his life that he has ignored. Now he must make a choice between his new found relationship with his family or his old obsession with music and career.",2017,94,['drama'],6.7,,Paramount
The Wild Andes,SHOW,"Explore the Andes mountains' extremes and celebrate the animals that call it home on a 4,000-mile journey along the western edge of South America, from icy Southern Patagonia to the oxygen-deprived Altiplano plateau to the northern tropical Andes.",2018,44,['documentation'],8.3,0.856,Paramount
Bodysnatch,MOVIE,Recent college graduates joyride in a stolen cop car only to uncover a secret that will doom mankind.,2018,81,"['scifi', 'thriller']",3.0,2.235,Paramount
The Kaos Brief,MOVIE,Hacked footage reveals mysterious events surrounding the abduction of four teenagers.,2017,80,"['horror', 'scifi']",4.5,3.468,Paramount
Blue,MOVIE,Based on true events- A young woman struggles to piece her world together after a botched suicide attempt.,2018,112,"['drama', 'comedy']",6.0,0.612,Paramount
In God I Trust,MOVIE,"Redemption, violence, and faith define a young black man, a reckless white nationalist, and a pair of traveling vacationers during a random encounter within northern Idaho.",2018,98,['drama'],6.5,0.931,Paramount
Ali Siddiq: It's Bigger Than These Bars,MOVIE,"Shot at Bell County Jail in Texas, Ali Siddiq: It's Bigger Than These Bars shares Ali's hilarious experiences of both incarceration and freedom. Siddiq talks with jailers and the jailed about life in lockup, and explains why dousing yourself in baby oil and refusing to leave your cell is always a bad idea. Encouraging and inspiring his convict audience, Ali makes hard laughs out of hard time, restoring faith in the power of second chances.",2018,60,['comedy'],7.2,1.364,Paramount
Welcome to the Wayne,SHOW,"The Wayne is a high-rise apartment building in New York City. Ansi, Olly and his sister Saraline are friends who call themselves Team Timber, dedicated to exploring the ever-growing mysteries of “Wayne Phenomena” in the building they call home. All manner of action, adventure and otherworldly awesomeness could be right down the hall – or twelve floors up! You never know what’s in store behind a Wayne door",2017,22,"['animation', 'comedy', 'family', 'fantasy']",6.9,3.843,Paramount
Roy Wood Jr.: Father Figure,MOVIE,"Roy Wood Jr. tackles freeway protests, examines the origin of the blues, and explains why the Confederate flag is sometimes helpful.",2017,60,['comedy'],5.9,1.541,Paramount
Amanda & Jack Go Glamping,MOVIE,"With his marriage and career against the ropes, dejected author Jack Spencer travels with his wife, Amanda, to an isolated glamping retreat in search of a spark. When a surprise double booking finds their private retreat anything but private, Jack spins into a comedic exploration of love, lost dreams, small-town-wisdom, and friendship with a miniature donkey to get over himself before he loses all he holds dear.",2017,94,"['comedy', 'drama', 'romance']",4.4,3.311,Paramount
Stray,MOVIE,"In a cold and remote landscape, two strangers struggle to repair their broken pasts. A young man is on parole after serving time for attempting to murder the man who killed his girlfriend in a hit and run. A woman is released from a psychiatric facility far from her homeland. These two damaged strangers cross paths in the mountains in winter and fall into a complex intimate relationship, putting to the test their capacity to trust and heal.",2018,104,['drama'],6.0,2.648,Paramount
Nobody's Watching,MOVIE,"Nico is a famous actor in Argentina, but in New York, nobody takes notice. He needs to juggle bartending, babysitting and odd jobs to keep himself afloat. But when old friends from Buenos Aires come to visit, he needs to juggle the image of his old life with the reality of the struggling actor in New York City.",2017,102,"['drama', 'european']",6.6,10.368,Paramount
Carriers at War,SHOW,An access-all-areas look at the inner workings of the US nuclear aircraft carrier USS George HW Bush (CVN-77).,2018,51,"['reality', 'documentation']",7.7,0.6,Paramount
Red & Blue,SHOW,,2018,33,[],,0.6,Paramount
Don't Open Your Eyes,MOVIE,"A home-care nurse takes a job, but as it proves to be his toughest yet; he is inadvertently pulled into something much more sinister.",2018,87,"['horror', 'drama']",3.2,3.45,Paramount
One Under the Sun,MOVIE,"Astronaut Kathryn Voss, sole survivor of a disastrous space shuttle mission, is a distraught mother desperate to reunite with her terminally ill daughter but becomes a wanted fugitive after discovering she possesses an extraordinary gift.",2017,102,"['scifi', 'drama', 'thriller']",3.5,1.807,Paramount
Friends Don't Let Friends,MOVIE,A violent breakup leaves one man dead and a group of friends dispatched into the desert to dispose of the evidence. Friendships are tested as the group push the boundaries of what can be done in the name of being there for a friend.,2017,82,"['thriller', 'horror']",3.0,0.834,Paramount
Jeff Ross Roasts the Border,MOVIE,"Roastmaster Jeff Ross explores the world surrounding the U.S.-Mexico border, speaking to immigrants, DREAMers, detainees, border patrolers, human traffickers and Trump supporters. Then he puts on a show next to the border wall to roast American immigration policies, random audience volunteers and every ethnicity imaginable.",2017,50,['comedy'],6.7,1.45,Paramount
A Very Sordid Wedding,MOVIE,"Del Shores' follow-up to ""Sordid Lives"" revisits Winters, Texas for a showdown between the gradually liberalizing locals and the new fundamentalist preacher in the wake of the Supreme Court's marriage equality decision.",2017,109,['comedy'],5.5,3.323,Paramount
Razzia,MOVIE,"Morocco, from the past to the present. Five people who are connected to each other – Abdallah, Salima, Joe, Hakim, and Inès – without realizing it. Different faces, different struggles, but one same breath. One city, Casablanca as a fragment of reality, as the myth of a film entirely shot in Hollywood studios, which reality has come back to claim.",2017,109,"['drama', 'european']",6.6,1.565,Paramount
The Adventures of Kid Danger,SHOW,"Henry Hart is a regular kid in the eighth grade who has a not-so-regular, part-time gig as Kid Danger. Kid Danger and his sidekick-in-training Captain Man embark on new adventures as they battle bizarre criminals and super villains.",2018,21,"['animation', 'comedy', 'action']",2.4,4.915,Paramount
Only People,MOVIE,Two friends who've had feelings for one another for years decide to set aside their current relationships for a weekend to meet and explore what could've been.,2018,88,['drama'],5.2,2.24,Paramount
Teen Mum,SHOW,"Four young mothers, ages 17-19, deal with all the qualms of beingteenagers - sketchy love triangles, jealousy, body image issues, andpartying - all while taking their first crack at ""adulting.""",2017,41,['reality'],5.8,0.6,Paramount
No Good Heroes,MOVIE,"After living peacefully in the caverns of a small town, a stranded group of aliens turn deadly as they fight for their existence, betraying the compassionate chief of police who has protected them for 28 years.",2018,91,"['drama', 'comedy', 'thriller', 'horror', 'scifi']",3.4,2.298,Paramount
Alienators,MOVIE,"Two amateur Ufologists investigate a woman's claim that aliens are watching her. This is that footage, compiled and released by The Civilian Department of Ufology, a privately owned UFO research and investigation organization.",2018,104,"['comedy', 'fantasy']",5.3,1.153,Paramount
Broken Mile,MOVIE,"A drug addict awakens to find the girl he is with dead, and must rush to escape the consequences.",2017,80,"['thriller', 'drama', 'crime']",4.1,1.488,Paramount
Dark Highlands,MOVIE,"A Japanese artist visits the Highlands of Scotland to paint, but becomes the target of a sadistic killer. Alone, suffering from exposure and hunted, he must find a way to survive.",2018,85,['horror'],4.2,3.15,Paramount
After Party,MOVIE,"Young, up-and-coming photographer, Lana, begrudgingly attends the party of a pretentious and cool gallery owner in the hopes of meeting a respected dealer who may hold the key to her success. Quickly finds that the attendees of the party are more style than substance and her friend, the host, isn't at all what she seems.",2017,79,"['comedy', 'drama', 'romance']",4.1,1.896,Paramount
Free In Deed,MOVIE,"When a single mother brings her young boy to church for healing, this lonely pentecostal minister is forced to confront the seemingly incurable illness of the child... and his own demons as well. The more he prays, the more things seem to spiral out of his control.",2017,98,['drama'],6.6,1.307,Paramount
Butterfly Caught,MOVIE,Three beautiful aspiring actresses embark on a mission to break into the competitive Los Angeles acting scene only to discover the road leading to stardom comes at a price.,2017,107,['drama'],4.8,3.026,Paramount
Dark Beacon,MOVIE,"An abandoned paramour tracks her lover down to a distant lighthouse. When she finds her beyond hope, she must find a way to save a child from the malignant spirit of her deceased father and the madness of her mother.",2017,75,"['thriller', 'horror']",4.7,5.286,Paramount
Jordan Klepper Solves Guns,MOVIE,"Jordan Klepper is an enlightened, progressive, sartorially aware comedian who's determined to fix America's gun violence epidemic. As his quest takes him from the nation's capital to the deep woods home of the Georgia militia and beyond, one thing is clear: If Jordan can't solve guns, no one can. (Hopefully, this is not true.)",2017,60,"['comedy', 'documentation']",6.3,0.812,Paramount
Becca's Bunch,SHOW,"In Wagtail Woods, little bird Becca and her Bunch of friends are ever ready for adventure. Happy bobble-hat-wearing bird Becca sees adventure in every situation, and as a result often bites off more than she can chew, landing herself and her Bunch--Russell, Sylvia, and Pedro--in some sticky situations. But in the midst of these 'oops' moments, Becca's unique ideas, heart, positive thinking, and leadership skills really shine. Thinking on her feet, Becca urges a generation of kids to aim high, have big ideas, and never give up.",2018,15,"['fantasy', 'animation', 'comedy', 'family']",8.1,1.4,Paramount
The Assassin's Code,MOVIE,"A rookie detective, son of a dead disgraced cop, works to solve his first major case while under the watchful eye of a ghost-like assassin.",2018,95,"['thriller', 'action', 'crime', 'drama']",5.0,3.87,Paramount
Sunny Day,SHOW,Sunny is a tween-age girl who runs her very own beauty salon in the seaside town of Friendly Falls. She learns that problems can be solved by using determination and creativity.,2017,22,"['comedy', 'family', 'animation']",6.9,2.537,Paramount
"Drinks, Crimes, and Prohibition",SHOW,"A deep dive into the underbelly of the Prohibition era, which was characterized as much by jazz, illegal booze and female liberation as it was by gangsters and brutality.",2018,51,['documentation'],7.5,0.6,Paramount
Say You Will,MOVIE,A recent high school graduate cares for his mother and navigates his first relationship in the wake of his father's suicide.,2017,95,['drama'],6.8,3.518,Paramount
Rufus 2,MOVIE,Rufus is a dog but turns into a human with a pendant. He meets a girl named Kat who asks him to go out. Kat is a cat who can also turn into a human as well.,2017,46,"['comedy', 'fantasy', 'family']",5.4,8.484,Paramount
Abe & Phil's Last Poker Game,MOVIE,"Dr. Abe Mandelbaum has just moved into a retirement home. After forming an unlikely friendship with a womanizing gambler, their relationship is tested when they each try to convince a mysterious nurse that they are her long-lost father.",2018,85,"['drama', 'comedy']",5.6,1.838,Paramount
The Penguin Counters,MOVIE,"Armed with low tech gear and high minded notions that penguin populations hold the key to human survival, Ron Naveen lays bare his 30 year love affair with the world's most pristine scientific laboratory: Antarctica. Famed as a place that wants you dead, this film follows a rag tag team of field biologists to some of the harshest corners of the planet, where they track the impact of climate change and ocean health by counting penguin populations. From the tip of Argentina to the ominous Deception Island, 'The Penguin Counters' is a treacherous, heart warming journey by a 21st century Dr. Doliitle who dreams of conserving this stunning but fragile region for future generations.",2017,67,['documentation'],7.1,0.6,Paramount
Chasing Comets,MOVIE,"Wagga is a country town that loves its sport but is divided over its loyalty for the rival codes, AFL and NRL. It's in this setting that we find our hero Chase Daylight, whose dream to play in the professional Rugby League is falling by the wayside, just like his relationship to Brooke. At his lowest point, Chase takes a leap of faith to sort out his life. But living this out is a far greater challenge than he imagined, especially among team mates who won't let him give up his partying ways without a fight. Chase's leap of faith might possibly be the worst decision ever he has ever made.",2018,96,"['comedy', 'drama']",4.6,1.108,Paramount
Don't Talk to Irene,MOVIE,"When Irene gets suspended, she must endure two weeks of community service at a retirement home. Following her passion for cheerleading, she secretly signs up the senior residents to audition for a dance-themed reality show to prove that you don't need to be physically ""perfect"" to be perfectly AWESOME.",2017,90,['comedy'],6.4,3.79,Paramount
Bunsen is a Beast,SHOW,"A beast named Bunsen, who is the first beast in his human school, and Mikey Monroe, his human friend, try to navigate through school life when a girl named Amanda wants Bunsen gone so that his kind will suffer from extinction.",2017,22,"['comedy', 'family', 'fantasy', 'animation']",4.3,3.318,Paramount
The Coronation,MOVIE,"The 1953 coronation of Queen Elizabeth II marked the moment when she was formally recognized as England's new sovereign in front of God and her subjects. Three hundred million people tuned in, making it the most watched event in history. Now, for the first time, Her Majesty shares memories of the ceremony. Join us as we unlock a thousand years of coronation secrets and provide an unprecedented, up-close look at the legendary Crown Jewels.",2018,59,['documentation'],7.8,1.359,Paramount
22 Chaser,MOVIE,One of the city's last decent tow truck drivers risks everything on a desperate quest to become king of the road and provide for his struggling family.,2018,95,"['thriller', 'crime', 'drama']",5.4,3.7,Paramount
The Rainbow Bridge Motel,MOVIE,"When Arizona couple Dean (Chris Modryznski) and Darren’s (Cole Burden) dream wedding in Niagara Falls doesn’t go quite as they planned, they make the most of it in a ragtag roadside motel run by a professional shyster. RENT’s Wilson Heredia, Mel Gorham, and Diane Gaidry star in Scott Rubin and J. Garrett Vorreuter’s charming, offbeat romantic comedy. A Gravitas Ventures release.",2018,90,"['comedy', 'romance']",4.5,1.124,Paramount
Vince Giordano: There's a Future in the Past,MOVIE,"Bandleader Vince Giordano keeps the Jazz Age alive with his 11-member band The Nighthawks, vintage musical instruments, and a collection of more than 60,000 original arrangements from the 1920s and '30s.",2017,90,"['documentation', 'music', 'history']",8.0,3.278,Paramount
Resolutions,SHOW,"After committing to some pretty ambitious New Year's resolutions, Ismael finds out during his six-month progress updates that major life changes aren't always worth the effort.",2018,3,['comedy'],,0.819,Paramount
Another Version of You,MOVIE,"Diggsy meets a stranger who gives him a key to parallel universes where another version of the girl of his dreams may not only exist, but where one of them could possibly love him back.",2018,96,"['fantasy', 'romance']",6.1,1.4,Paramount
Good Bones,MOVIE,"Good Bones is a comedic coming-of-age story set in the cutthroat world of Hamptons Real Estate. Danny O'Brien, 22, dedicates one last summer to his family's failing real estate agency, and to his father Joe's seemingly obsolete values: poetry, integrity, and community. The O'Briens are challenged - endangered - by heartless capitalist modernism, as practiced by the liars and cheaters at Superlative Properties, realtors to the Ultra-Wealthy and Fabulous. Danny complicates the game by falling in love with Clare, a beautiful and suspiciously sophisticated Superlative summer intern. All is framed by the mad swirl of ""summer people"" who party, sleep around and generally amuse themselves as they indulge in the excesses of ""The Season."" And key players chase the grand prize: the open auction, on Labor Day, of Tilden Point - the last great parcel of virgin land on the East Coast.",2017,82,"['comedy', 'romance']",5.6,0.6,Paramount
Bitter Melon,MOVIE,"Bitter Melon is a ""home for the holidays"" dark comedy where a Filipino-American family plots to kill an abusive member.",2018,110,"['crime', 'drama', 'comedy']",5.7,1.4,Paramount
Wild Man,MOVIE,"When he's sentenced to 90 days of house arrest, Bo meets Elliot, the awkward kid who lives across the street. While bonding over football, these unlikely friends teach each other a little bit about growing up and what it means to be a man.",2017,85,['comedy'],4.6,3.248,Paramount
Survival in the Skies,SHOW,,2017,46,['documentation'],,0.6,Paramount
The Time of Their Lives,MOVIE,"Determined to gatecrash her ex-lover's funeral on glamorous French hideaway Île de Ré, former Hollywood siren Helen escapes her London retirement home with help of repressed English housewife Priscilla and they hit the road together in a race to get to the funeral on time.",2017,105,['comedy'],6.0,4.679,Paramount
The Beautiful Ones,MOVIE,A retelling of Romeo and Juliet set within the Los Angeles underworld.,2017,94,"['drama', 'thriller', 'crime']",4.3,3.893,Paramount
