title,type,description,release_year,runtime,genres,imdb_score,tmdb_popularity,service
"Ivan the Terrible, Part I",MOVIE,"Sergei Eisenstein's final film, this is the first part of a three-part biopic of Czar Ivan Grozny, which was never completed due again to producer dissatisfaction with Eisenstein's attempts to use forbidden experimental filming techniques and excessive cost overruns.  The second part was completed but not released for a decade after Eisenstein's death and a change of heart in the USSR government toward his work; the third part was only in its earliest stage of filming when shooting was stopped altogether.  In this first part, set during the early part of his reign, Ivan faces betrayal from the aristocracy and even his closest friends as he seeks to unite the Russian people.",1944,99,"['drama', 'history']",7.7,8.549,HBO Max
Young Man with a Horn,MOVIE,"Legendary trumpeter Art Hazzard teaches young Rick Martin everything he knows about playing, so Rick becomes a star musician, but a troubled marriage and the desire to play pure jazz instead of commercial swing songs cause him problems.",1950,113,"['music', 'romance', 'drama']",7.2,4.953,HBO Max
I Married a Witch,MOVIE,"Rocksford, New England, 1672. Puritan witch hunter Jonathan Wooley is cursed after burning a witch at the stake: his descendants will never find happiness in their marriages. At present, politician Wallace Wooley, who is running for state governor, is about to marry his sponsor's daughter.",1942,74,"['romance', 'fantasy', 'comedy']",7.1,6.115,HBO Max
Stromboli,MOVIE,"After the end of World War II Karen, a young displaced woman from Lithuania, marries Italian fisherman Antonio to get away from her internment camp. But the life on Antonio's island, Stromboli, threatened by its volcano, is a tough one and Karen cannot get used to it.",1950,105,"['drama', 'european']",7.2,5.744,HBO Max
Without Love,MOVIE,"In World War II Washington DC, scientist Pat Jamieson's assistant, Jamie Rowan, enters a loveless marriage with him. Struggles bring them closer together.",1945,111,"['romance', 'comedy', 'european']",6.6,3.441,HBO Max
"Germany, Year Zero",MOVIE,"In the ruins of Berlin, a twelve-year-old boy, Edmund Kohler, is left to his own devices in order to survive and to help his family do the same.",1948,72,"['drama', 'war', 'european']",7.8,10.019,HBO Max
The Big House,MOVIE,"Convicted of manslaughter for a drunken driving accident, Kent Marlowe is sent to prison, where he meets vicious incarcerated figures who are planning an escape from the brutal conditions.",1930,87,"['crime', 'drama', 'thriller']",7.1,2.026,HBO Max
The Barkleys of Broadway,MOVIE,"Josh and Dinah Barkley are a successful musical-comedy team, known for their stormy but passionate relationship. Dinah feels overshadowed by Josh and limited by the lighthearted musical roles he directs her in. So she decides to stretch her skills by taking a role in a serious drama, directed by another man.",1949,109,"['comedy', 'music', 'romance']",7.0,3.108,HBO Max
Keeper of the Flame,MOVIE,Famed reporter Stephen O'Malley travels to a small town to investigate the death of a national hero.,1943,100,['drama'],6.7,3.438,HBO Max
A Day in the Country,MOVIE,"The family of a Parisian shop-owner spends a day in the country. The daughter falls in love with a man at the inn, where they spend the day.",1946,41,"['drama', 'comedy']",,5.949,HBO Max
They Died with Their Boots On,MOVIE,"The story follows General George Armstrong Custer's adventures from his West Point days to his death. He defies orders during the Civil War, trains the 7th Cavalry, appeases Chief Crazy Horse and later engages in bloody battle with the Sioux nation.",1941,140,"['romance', 'drama', 'war', 'western']",7.2,6.808,HBO Max
Tea for Two,MOVIE,"In this reworking of ""No, No, Nanette,"" wealthy heiress Nanette Carter bets her uncle $25,000 that she can say ""no"" to everything for 48 hours. If she wins, she can invest the money in a Broadway show featuring songs written by her beau, and of course, in which she will star. Trouble is, she doesn't realize her uncle's been wiped out by the Stock Market crash.",1950,98,"['comedy', 'romance']",6.5,2.266,HBO Max
Speedy,MOVIE,"Speedy loses his job as a soda jerk, then spends the day with his girl at Coney Island. He then becomes a cab driver and delivers Babe Ruth to Yankee Stadium, where he stays to see the game. When the railroad tries to run the last horse-drawn trolley (operated by his girl's grandfather) out of business, Speedy organizes the neighborhood old-timers to thwart their scheme.",1928,85,"['comedy', 'action', 'family']",7.6,5.313,HBO Max
Girl Crazy,MOVIE,"Rich kid Danny Churchill has a taste for wine, women and song, but not for higher education. So his father ships him to an all-male college out West where there's not supposed to be a female for miles. But before Danny arrives, he spies a pair of legs extending out from under a stalled roadster. They belong to the Dean's granddaughter, Ginger Gray, who is more interested in keeping the financially strapped college open than falling for Danny's romantic line. At least at first...",1943,99,"['romance', 'comedy']",6.8,1.451,HBO Max
My Dream Is Yours,MOVIE,"Conceited singer Garry Mitchell refuses to renew his radio contract, so agent Doug Blake decides to find a new personality to replace Garry. In New York, he finds Martha Gibson, a single mother with a great voice. He arranges for her to move to Hollywood, but then has a problem trying to sell her to the show's sponsor. Doug tries every trick he can think of to make Martha a star, and as the two work more closely, he falls in love with her. Complicating matters further is when Martha meets and becomes attracted to Garry.",1949,101,"['romance', 'comedy', 'animation', 'music']",6.6,3.95,HBO Max
Lassie Come Home,MOVIE,"Hard times come for the Carraclough family and they are forced to sell their dog, Lassie, to the rich Duke of Rudling. Lassie, however, is unwilling to remain apart from young Carraclough son Joe and sets out on a long and dangerous journey to rejoin him.",1943,88,"['drama', 'family']",7.1,9.186,HBO Max
"The 47 Ronin, Part 1",MOVIE,The first part of Kenji Mizoguchi's two-part epic 'The 47 Ronin'.,1941,112,"['action', 'drama', 'history']",,0.6,HBO Max
Carefree,MOVIE,"Dr. Tony Flagg's friend Steven has problems in the relationship with his fiancée Amanda, so he persuades her to visit Tony. After some minor misunderstandings, she falls in love with him. When he tries to use hypnosis to strengthen her feelings for Steven, things get complicated.",1938,83,"['romance', 'comedy']",7.0,3.578,HBO Max
3 Godfathers,MOVIE,"Three outlaws on the run discover a dying woman and her baby. They swear to bring the infant to safety across the desert, even at the risk of their own lives.",1948,102,"['western', 'drama']",7.1,6.818,HBO Max
The King of Kings,MOVIE,"The King of Kings is the Greatest Story Ever Told as only Cecil B. DeMille could tell it. In 1927, working with one of the biggest budgets in Hollywood history, DeMille spun the life and Passion of Christ into a silent-era blockbuster. Featuring text drawn directly from the Bible, a cast of thousands, and the great showman’s singular cinematic bag of tricks, The King of Kings is at once spectacular and deeply reverent—part Gospel, part Technicolor epic.",1927,155,"['drama', 'family', 'history']",7.4,4.434,HBO Max
The Four Feathers,MOVIE,A disgraced officer risks his life to help his childhood friends in battle.,1939,115,"['romance', 'war', 'drama']",7.5,6.75,HBO Max
The Son of Kong,MOVIE,Beleaguered adventurer Carl Denham returns to the island where he found King Kong.,1933,70,"['horror', 'family', 'scifi', 'fantasy', 'comedy']",5.6,6.583,HBO Max
A Story of Floating Weeds,MOVIE,"An aging actor returns to a small town with his troupe and reunites with his former lover and illegitimate son, a scenario that enrages his current mistress and results in heartbreak for all.",1934,86,['drama'],7.7,2.937,HBO Max
Five Came Back,MOVIE,"Twelve people are aboard Coast Air Line's flagship the Silver Queen enroute to South America when the airplane encounters a storm and is blown off course. Crashing into jungles known to be inhabited by head hunters, pilots Bill and Joe race against time to fix the engines and attempt a take off. The situation brings out the best and worst in the stranded dozen as they create a makeshift runway and prepare to escape before the natives attack. But damage to the plane and low fuel reserves means that only 5 people can be carried to safety.",1939,75,"['thriller', 'drama', 'romance']",7.1,3.498,HBO Max
Fashions of 1934,MOVIE,"When the Manhattan investment firm of Sherwood Nash goes broke, he joins forces with his partner Snap and fashion designer Lynn Mason to provide discount shops with cheap copies of Paris couture dresses.",1934,78,"['comedy', 'drama']",6.7,3.454,HBO Max
A Woman of Paris: A Drama of Fate,MOVIE,"When Marie St. Clair believes she has been jilted by her artist fiance Jean, she decides to leave for Paris on her own. After spending a year in the city as a mistress of the wealthy Pierre Revel, she is reunited with Jean by chance. This leaves her with the choice between a glamorous life in Paris, and the true love she left behind.",1923,82,"['romance', 'drama']",6.9,6.366,HBO Max
People on Sunday,MOVIE,"A semi-documentary experimental 1930 German silent film created by amateurs with a small budget. With authentic scenes of the metropolis city of Berlin, it's the first film from the later famous screenwriters/directors Billy Wilder and Fred Zinnemann.",1930,74,"['drama', 'european', 'comedy', 'romance']",7.3,5.887,HBO Max
One Foot in Heaven,MOVIE,Episodic look at the life of a minister and his family as they move from one parish to another.,1941,108,['drama'],6.7,2.435,HBO Max
The Impossible Voyage,MOVIE,"Using every known means of transportation, several savants from the Geographic Society undertake a journey through the Alps to the Sun which finishes under the sea.",1904,21,"['fantasy', 'scifi']",,4.934,HBO Max
Rembrandt,MOVIE,"This character study joins the painter at the height of his fame in 1642, when his adored wife suddenly dies and his work takes a dark, sardonic turn that offends his patrons. By 1656, he is bankrupt but consoles himself with the company of pretty maid Hendrickje, whom he's unable to marry. Their relationship brings ostracism but also some measure of happiness. The final scenes find him in his last year, 1669, physically enfeebled but his spirit undimmed.",1936,85,['drama'],7.1,3.576,HBO Max
